skill1,skill2,count
cross-functional collaboration,financial reporting,1
contract pricing negotiation,team development,1
contract pricing negotiation,stakeholder engagement,1
contract pricing negotiation,regulatory reporting,1
contract pricing negotiation,project management,1
contract pricing negotiation,problem solving,1
contract pricing negotiation,managed care finance,1
contract pricing negotiation,leadership,1
cross-functional collaboration,regulatory reporting,1
contract pricing negotiation,healthcare analytics,1
contract pricing negotiation,financial reporting,1
contract pricing negotiation,financial forecasting,1
contract pricing negotiation,financial analysis,1
contract pricing negotiation,data analysis,1
contract pricing negotiation,cross-functional collaboration,1
communication,managed care finance,1
communication,m&a integration,1
communication,healthcare analytics,1
cross-functional collaboration,managed care finance,1
cross-functional collaboration,team development,1
healthcare analytics,team development,1
financial reporting,healthcare analytics,1
healthcare analytics,stakeholder engagement,1
healthcare analytics,regulatory reporting,1
healthcare analytics,project management,1
healthcare analytics,problem solving,1
healthcare analytics,managed care finance,1
healthcare analytics,m&a integration,1
healthcare analytics,leadership,1
financial reporting,managed care finance,1
financial reporting,m&a integration,1
financial forecasting,team development,1
data analysis,healthcare analytics,1
financial forecasting,regulatory reporting,1
financial forecasting,managed care finance,1
financial forecasting,m&a integration,1
financial forecasting,healthcare analytics,1
financial analysis,managed care finance,1
financial analysis,m&a integration,1
financial analysis,healthcare analytics,1
data analysis,managed care finance,1
data analysis,m&a integration,1
financial analysis,workday adaptive insights,1
forecasting,google sheets,1
leadership potential,time management,1
accounting principles (gaap),cost control procedures,1
accounts payable (a/p),data entry,1
accounts payable (a/p),cpa certification,1
accounts payable (a/p),cost control procedures,1
accounts payable (a/p),chae certification,1
accounts payable (a/p),analytical skills,1
accounting principles (gaap),training and development,1
accounting principles (gaap),team management,1
accounting principles (gaap),strategic thinking,1
accounting principles (gaap),statistical analysis,1
accounting principles (gaap),risk management,1
accounting principles (gaap),revenue recognition,1
accounting principles (gaap),regulatory compliance,1
accounting principles (gaap),microsoft excel,1
accounting principles (gaap),interpersonal skills,1
accounting principles (gaap),internal audit procedures,1
accounting principles (gaap),general ledger (gl),1
accounting principles (gaap),forecasting,1
accounting principles (gaap),financial statements preparation,1
accounting principles (gaap),ethical conduct,1
accounting principles (gaap),detail-oriented,1
accounting principles (gaap),data entry,1
accounts payable (a/p),detail-oriented,1
accounts payable (a/p),ethical conduct,1
accounts payable (a/p),financial analysis,1
accounts payable (a/p),risk management,1
accounts receivable (a/r),data entry,1
accounts receivable (a/r),cpa certification,1
accounts receivable (a/r),cost control procedures,1
accounts receivable (a/r),chae certification,1
accounts receivable (a/r),analytical skills,1
accounts payable (a/p),training and development,1
accounts payable (a/p),team management,1
accounts payable (a/p),strategic thinking,1
accounts payable (a/p),statistical analysis,1
accounts payable (a/p),revenue recognition,1
accounts payable (a/p),financial management,1
accounts payable (a/p),regulatory compliance,1
accounts payable (a/p),problem solving,1
accounts payable (a/p),microsoft excel,1
accounts payable (a/p),leadership,1
accounts payable (a/p),interpersonal skills,1
accounts payable (a/p),internal audit procedures,1
accounts payable (a/p),general ledger (gl),1
accounts payable (a/p),financial statements preparation,1
accounts payable (a/p),financial reporting,1
accounting principles (gaap),cpa certification,1
accounting principles (gaap),chae certification,1
leadership,moody's wall street analytics,1
accounting principles (gaap),analytical skills,1
moody's wall street analytics,teamwork,1
moody's wall street analytics,structured finance,1
moody's wall street analytics,relationship building,1
moody's wall street analytics,regulation compliance,1
moody's wall street analytics,project management,1
moody's wall street analytics,problem solving,1
moody's wall street analytics,pricing tools,1
microsoft excel,valuation,1
microsoft excel,structured finance,1
microsoft excel,regulation compliance,1
microsoft excel,pricing tools,1
microsoft excel,moody's wall street analytics,1
mentoring,valuation,1
mentoring,structured finance,1
mentoring,regulation compliance,1
mentoring,pricing tools,1
mentoring,moody's wall street analytics,1
mentoring,microsoft excel,1
leadership,valuation,1
leadership,structured finance,1
leadership,regulation compliance,1
moody's wall street analytics,valuation,1
pricing tools,problem solving,1
pricing tools,project management,1
regulation compliance,relationship building,1
accounting principles (gaap),accounts receivable (a/r),1
accounting principles (gaap),accounts payable (a/p),1
structured finance,valuation,1
structured finance,teamwork,1
relationship building,valuation,1
relationship building,structured finance,1
regulation compliance,valuation,1
regulation compliance,teamwork,1
regulation compliance,structured finance,1
project management,valuation,1
pricing tools,regulation compliance,1
project management,structured finance,1
project management,regulation compliance,1
problem solving,valuation,1
problem solving,structured finance,1
problem solving,regulation compliance,1
pricing tools,valuation,1
pricing tools,teamwork,1
pricing tools,structured finance,1
pricing tools,relationship building,1
accounts receivable (a/r),detail-oriented,1
accounts receivable (a/r),ethical conduct,1
accounts receivable (a/r),financial analysis,1
accounts receivable (a/r),financial management,1
cost control procedures,financial analysis,1
cost control procedures,ethical conduct,1
cost control procedures,detail-oriented,1
cost control procedures,data entry,1
cost control procedures,cpa certification,1
communication,internal audit procedures,1
communication,cost control procedures,1
chae certification,training and development,1
chae certification,team management,1
chae certification,strategic thinking,1
chae certification,statistical analysis,1
chae certification,risk management,1
chae certification,revenue recognition,1
chae certification,regulatory compliance,1
chae certification,problem solving,1
chae certification,microsoft excel,1
chae certification,leadership,1
chae certification,interpersonal skills,1
chae certification,internal audit procedures,1
chae certification,general ledger (gl),1
chae certification,forecasting,1
cost control procedures,financial management,1
